anneemut;Nom Officiel Région;Nom Officiel Département;Nom Officiel Commune / Arrondissement Municipal Majuscule;Libellé CATEAAV2020;Nom Officiel EPCI;codgeo_2020;nbmut;nbmut_vente;nbmut_ventem;nbmut_ventea;nbmut_vefa;nbmut_vefam;nbmut_vefaa;nbmut_tab;nbmut_adj;nbmut_expro;nbmut_ech;nbmut_act;nbmut_maison;nbmut_appart;nbmut_dep;nbmut_batind;nbmut_batimix;nbmut_terrain;vf_ventem;vf_vefam;vf_ventea;vf_vefaa;vfmed_ventem;vfmed_ventem_inf500;vfmed_ventem_500_1000;vfmed_ventem_sup1000;vfmed_vefam;vfmed_vefam_inf500;vfmed_vefam_500_1000;vfmed_vefam_sup1000;vfmed_ventea;vfmed_ventea_t1;vfmed_ventea_t2;vfmed_ventea_t3;vfmed_ventea_t4;vfmed_ventea_t5;vfm2_ventea;vfm2_ventea_t1;vfm2_ventea_t2;vfm2_ventea_t3;vfm2_ventea_t4;vfm2_ventea_t5;vfmed_vefaa;vfmed_vefaa_t1;vfmed_vefaa_t2;vfmed_vefaa_t3;vfmed_vefaa_t4;vfmed_vefaa_t5;vfm2_vefaa;vfm2_vefaa_t1;vfm2_vefaa_t2;vfm2_vefaa_t3;vfm2_vefaa_t4;vfm2_vefaa_t5;Code Officiel Département;Code Officiel EPCI;Code Officiel Région;Geo Point;Geo Shape;Code CATEAAV2020;Code Officiel Commune;Nom Officiel Commune;POP_2018;Nbre-menages_2018;Logement_2018;nbmut_ventevefa;VF_ventevefa
2019;Île-de-France;Paris;PARIS 15E ARRONDISSEMENT;;Métropole du Grand Paris;75115;4759;4667;7;2538;70;0;20;;11;;10;325;13;3582;692;87;56;;14197600.0;0;1104025688;11739400;1430400.0;1430400.0;;;;;;;379950;221789;377200;575000;800000;1244600;9649;9768;9506;9577;9774;10049;488000;285000;488000;510600;1200000;;11704;13530;12710;10105;12772;;75;200054781;11;48.8400718952, 2.29283683831;"{""coordinates"": [[[2.324642, 48.843621], [2.319893, 48.845166], [2.316983, 48.846636], [2.316713, 48.846863], [2.313716, 48.845943], [2.310495, 48.847976], [2.308218, 48.847433], [2.307354, 48.847133], [2.301228, 48.851062], [2.300546, 48.851385], [2.29102, 48.857498], [2.289696, 48.858183], [2.288513, 48.857021], [2.288207, 48.856134], [2.287837, 48.855764], [2.278021, 48.848888], [2.276057, 48.847248], [2.266032, 48.836838], [2.262792, 48.833923], [2.267475, 48.834593], [2.268102, 48.834428], [2.269931, 48.833011], [2.267339, 48.831532], [2.267626, 48.827969], [2.267826, 48.827836], [2.272793, 48.82792], [2.275304, 48.829435], [2.279052, 48.83249], [2.283586, 48.830796], [2.289408, 48.828334], [2.292192, 48.827142], [2.301315, 48.825126], [2.306932, 48.829823], [2.307135, 48.830178], [2.311855, 48.834024], [2.314831, 48.836303], [2.319877, 48.840539], [2.321394, 48.839777], [2.321837, 48.840099], [2.321472, 48.840965], [2.321531, 48.841084], [2.324642, 48.843621]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;2565.0;1129962688.94
2017;Île-de-France;Paris;PARIS 18E ARRONDISSEMENT;;Métropole du Grand Paris;75118;4664;4553;11;3104;80;0;37;;24;;7;188;12;3926;360;117;57;;15282420.0;0;931224470;14154509;1500000.0;1500000.0;;;;;;;255000;160000;260000;420100;615000;850000;7871;7820;7824;7982;7923;7610;369300;211000;330000;456300;748800;819500;7569;7980;7846;7171;8320;8034;75;200054781;11;48.892570407, 2.34817675683;"{""coordinates"": [[[2.327423, 48.883508], [2.328121, 48.883707], [2.329541, 48.88459], [2.332482, 48.883826], [2.3374, 48.882386], [2.339802, 48.882024], [2.346909, 48.883414], [2.349465, 48.883725], [2.358943, 48.884406], [2.364714, 48.884366], [2.366763, 48.886644], [2.367561, 48.888624], [2.368739, 48.891029], [2.370035, 48.894005], [2.370639, 48.894704], [2.371792, 48.895393], [2.371267, 48.895798], [2.371176, 48.895994], [2.37042, 48.896659], [2.370253, 48.900259], [2.370335, 48.900943], [2.37017, 48.901556], [2.370302, 48.901848], [2.36562, 48.901758], [2.351984, 48.901485], [2.330147, 48.901044], [2.325596, 48.887508], [2.327423, 48.883508]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;3152.0;960661399.89
2020;Île-de-France;Paris;PARIS 15E ARRONDISSEMENT;;Métropole du Grand Paris;75115;3958;3890;0;2119;48;0;0;;5;;15;262;5;2983;595;67;43;;0.0;0;977182467;0;2448250.0;2448250.0;;;;;;;400000;229000;392000;610000;854104;1065600;10401;10623;10235;10349;10659;10403;477000;250000;477000;720000;;;;;;;;;75;200054781;11;48.8400718952, 2.29283683831;"{""coordinates"": [[[2.324642, 48.843621], [2.319893, 48.845166], [2.316983, 48.846636], [2.316713, 48.846863], [2.313716, 48.845943], [2.310495, 48.847976], [2.308218, 48.847433], [2.307354, 48.847133], [2.301228, 48.851062], [2.300546, 48.851385], [2.29102, 48.857498], [2.289696, 48.858183], [2.288513, 48.857021], [2.288207, 48.856134], [2.287837, 48.855764], [2.278021, 48.848888], [2.276057, 48.847248], [2.266032, 48.836838], [2.262792, 48.833923], [2.267475, 48.834593], [2.268102, 48.834428], [2.269931, 48.833011], [2.267339, 48.831532], [2.267626, 48.827969], [2.267826, 48.827836], [2.272793, 48.82792], [2.275304, 48.829435], [2.279052, 48.83249], [2.283586, 48.830796], [2.289408, 48.828334], [2.292192, 48.827142], [2.301315, 48.825126], [2.306932, 48.829823], [2.307135, 48.830178], [2.311855, 48.834024], [2.314831, 48.836303], [2.319877, 48.840539], [2.321394, 48.839777], [2.321837, 48.840099], [2.321472, 48.840965], [2.321531, 48.841084], [2.324642, 48.843621]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;2119.0;977182467.99
2016;Île-de-France;Paris;PARIS 7E ARRONDISSEMENT;;Métropole du Grand Paris;75107;1103;1094;0;520;;0;0;;;;7;51;6;809;193;27;17;;0.0;0;370505277;0;1850000.0;1850000.0;;;;;;;513795;250000;440000;660000;1098000;1760000;11741;9597;11414;12105;11550;13092;165000;165000;;;;;;;;;;;75;200054781;11;48.8561656124, 2.31215388834;"{""coordinates"": [[[2.301737, 48.863496], [2.299222, 48.863284], [2.298589, 48.863144], [2.296871, 48.862619], [2.294865, 48.861876], [2.29369, 48.861246], [2.292196, 48.860254], [2.289696, 48.858183], [2.29102, 48.857498], [2.300546, 48.851385], [2.301228, 48.851062], [2.307354, 48.847133], [2.308218, 48.847433], [2.310495, 48.847976], [2.313716, 48.845943], [2.316713, 48.846863], [2.319541, 48.847914], [2.324162, 48.850235], [2.326877, 48.851362], [2.326814, 48.851581], [2.328657, 48.851868], [2.328659, 48.852056], [2.329396, 48.852731], [2.330772, 48.855112], [2.33327, 48.858291], [2.332452, 48.858531], [2.332916, 48.859335], [2.331212, 48.859679], [2.32798, 48.860821], [2.320933, 48.863019], [2.318678, 48.863723], [2.301737, 48.863496]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;520.0;370505277.0
2018;Île-de-France;Paris;PARIS 2E ARRONDISSEMENT;;Métropole du Grand Paris;75102;742;738;0;440;;0;0;;;;;126;;545;36;13;22;;0.0;0;196752921;0;;;;;;;;;349500;205000;420000;657500;1030000;1220000;10169;10141;10430;10697;9996;8283;;;;;;;;;;;;;75;200054781;11;48.8682666326, 2.34278512518;"{""coordinates"": [[[2.354253, 48.869324], [2.347918, 48.870688], [2.340041, 48.871972], [2.327999, 48.869921], [2.330107, 48.868409], [2.330426, 48.86826], [2.350955, 48.863402], [2.354253, 48.869324]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;440.0;196752921.28
2014;Île-de-France;Paris;PARIS 18E ARRONDISSEMENT;;Métropole du Grand Paris;75118;3409;3333;9;2298;51;0;12;;17;;5;109;11;2873;279;100;31;6;14097250.0;0;626950662;3241097;1070000.0;1070000.0;;;;;;;232500;145000;230000;373000;550000;830000;7026;7031;6945;7135;7095;6889;229000;199000;299000;725000;;;8619;8262;7518;11328;;;75;200054781;11;48.892570407, 2.34817675683;"{""coordinates"": [[[2.327423, 48.883508], [2.328121, 48.883707], [2.329541, 48.88459], [2.332482, 48.883826], [2.3374, 48.882386], [2.339802, 48.882024], [2.346909, 48.883414], [2.349465, 48.883725], [2.358943, 48.884406], [2.364714, 48.884366], [2.366763, 48.886644], [2.367561, 48.888624], [2.368739, 48.891029], [2.370035, 48.894005], [2.370639, 48.894704], [2.371792, 48.895393], [2.371267, 48.895798], [2.371176, 48.895994], [2.37042, 48.896659], [2.370253, 48.900259], [2.370335, 48.900943], [2.37017, 48.901556], [2.370302, 48.901848], [2.36562, 48.901758], [2.351984, 48.901485], [2.330147, 48.901044], [2.325596, 48.887508], [2.327423, 48.883508]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;2319.0;644289009.9
2016;Île-de-France;Paris;PARIS 14E ARRONDISSEMENT;;Métropole du Grand Paris;75114;2079;1916;15;1189;156;0;24;;;;;66;18;1647;208;120;17;;15947609.0;0;416597928;9678505;945319.0;929400.0;;1800000.0;;;;;300000;168000;292651;435000;647064;847071;8104;7486;8254;8167;8520;7837;338000;277000;398000;550000;;;9825;10037;9186;10063;;;75;200054781;11;48.8292621904, 2.3265374238;"{""coordinates"": [[[2.314146, 48.822291], [2.332461, 48.818247], [2.331898, 48.817011], [2.333711, 48.816771], [2.341684, 48.81633], [2.343013, 48.816085], [2.343903, 48.815767], [2.344129, 48.817772], [2.344592, 48.819564], [2.34373, 48.820503], [2.342485, 48.821469], [2.341797, 48.82253], [2.341461, 48.823761], [2.341796, 48.826448], [2.341592, 48.82649], [2.3416, 48.828353], [2.341356, 48.829424], [2.34125, 48.831589], [2.341072, 48.831972], [2.342086, 48.838343], [2.339697, 48.838863], [2.336657, 48.839671], [2.324642, 48.843621], [2.321531, 48.841084], [2.321472, 48.840965], [2.321837, 48.840099], [2.321394, 48.839777], [2.319877, 48.840539], [2.314831, 48.836303], [2.311855, 48.834024], [2.307135, 48.830178], [2.306932, 48.829823], [2.301315, 48.825126], [2.314146, 48.822291]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1228.0;442224042.12
2015;Île-de-France;Paris;PARIS 10E ARRONDISSEMENT;;Métropole du Grand Paris;75110;2095;2058;0;1283;23;0;0;;7;;7;159;;1647;176;64;49;;0.0;0;419483540;0;;;;;;;;;285000;146000;270000;433507;605000;850000;7175;7114;7575;7262;6797;6315;399000;256000;399000;;;;;;;;;;75;200054781;11;48.8761291584, 2.36071515618;"{""coordinates"": [[[2.364714, 48.884366], [2.358943, 48.884406], [2.349465, 48.883725], [2.3496, 48.88348], [2.349853, 48.880643], [2.3493, 48.879103], [2.349135, 48.877529], [2.348352, 48.876083], [2.34816, 48.875484], [2.347901, 48.874019], [2.347918, 48.870688], [2.354253, 48.869324], [2.356496, 48.868829], [2.36329, 48.867816], [2.363872, 48.867516], [2.365618, 48.868237], [2.367611, 48.868819], [2.369358, 48.869485], [2.37335, 48.870723], [2.376905, 48.872048], [2.37029, 48.877991], [2.370228, 48.882467], [2.370033, 48.88284], [2.369301, 48.883313], [2.368828, 48.883873], [2.368499, 48.884065], [2.367978, 48.884156], [2.364714, 48.884366]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1283.0;419483540.43
2018;Île-de-France;Paris;PARIS 8E ARRONDISSEMENT;;Métropole du Grand Paris;75108;1230;1219;0;461;;0;0;;;;9;204;;736;219;24;45;;0.0;0;354827926;0;2950000.0;2950000.0;;;;;;;565000;260000;475000;750000;1095100;1732750;10906;11436;10740;10680;11674;10606;;;;;;;;;;;;;75;200054781;11;48.8727245351, 2.31255758205;"{""coordinates"": [[[2.327165, 48.883455], [2.31648, 48.881341], [2.308875, 48.880434], [2.298155, 48.878077], [2.295032, 48.873773], [2.295543, 48.873303], [2.297501, 48.870939], [2.298867, 48.868644], [2.299838, 48.865537], [2.299842, 48.864987], [2.300298, 48.865008], [2.301635, 48.864491], [2.301737, 48.863496], [2.318678, 48.863723], [2.320933, 48.863019], [2.323549, 48.866473], [2.325319, 48.869012], [2.325161, 48.86943], [2.325888, 48.869577], [2.326614, 48.872598], [2.32647, 48.872762], [2.326911, 48.873427], [2.327025, 48.873781], [2.326637, 48.875355], [2.326876, 48.876184], [2.327165, 48.883455]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;461.0;354827926.6
2017;Île-de-France;Paris;PARIS 19E ARRONDISSEMENT;;Métropole du Grand Paris;75119;2603;2312;15;1260;270;0;20;;18;;;74;17;1958;226;281;40;7;14680884.0;0;363291741;8267364;928934.0;928934.0;;;;;;;260000;158000;265000;400000;530000;833500;7070;7210;7090;7057;6822;6936;404000;195000;334000;497500;339864;676000;7828;8382;7885;7644;7724;8345;75;200054781;11;48.8870514819, 2.38482214749;"{""coordinates"": [[[2.376905, 48.872048], [2.377637, 48.872301], [2.379834, 48.872856], [2.382671, 48.87341], [2.384961, 48.873755], [2.386813, 48.874601], [2.388497, 48.874765], [2.389645, 48.875303], [2.390457, 48.875439], [2.392262, 48.875463], [2.395251, 48.875248], [2.398966, 48.875491], [2.402553, 48.875996], [2.406163, 48.877055], [2.406853, 48.877183], [2.409924, 48.878207], [2.41082, 48.878436], [2.40936, 48.880256], [2.404576, 48.881269], [2.401507, 48.882631], [2.400107, 48.883821], [2.399252, 48.885362], [2.399136, 48.888532], [2.398942, 48.889532], [2.398236, 48.89264], [2.397668, 48.894606], [2.395611, 48.89817], [2.390837, 48.900907], [2.389332, 48.901161], [2.38453, 48.902148], [2.370302, 48.901848], [2.37017, 48.901556], [2.370335, 48.900943], [2.370253, 48.900259], [2.37042, 48.896659], [2.371176, 48.895994], [2.371267, 48.895798], [2.371792, 48.895393], [2.370639, 48.894704], [2.370035, 48.894005], [2.368739, 48.891029], [2.367561, 48.888624], [2.366763, 48.886644], [2.364714, 48.884366], [2.367978, 48.884156], [2.368499, 48.884065], [2.368828, 48.883873], [2.369301, 48.883313], [2.370033, 48.88284], [2.370228, 48.882467], [2.37029, 48.877991], [2.376905, 48.872048]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1295.0;386239989.47
2015;Île-de-France;Paris;PARIS 13E ARRONDISSEMENT;;Métropole du Grand Paris;75113;1870;1762;16;1005;95;0;6;;9;;;69;21;1477;175;113;13;;17174294.0;0;298029172;2298885;1130000.0;1130000.0;;;;;;;262500;169000;262500;388000;590100;730000;7227;7236;7384;7230;6993;6355;401300;260000;402000;;;;11494;11562;11469;;;;75;200054781;11;48.8284246249, 2.3622537471;"{""coordinates"": [[[2.343903, 48.815767], [2.344448, 48.815562], [2.344356, 48.816016], [2.345191, 48.816092], [2.346542, 48.815987], [2.347039, 48.816047], [2.351254, 48.817962], [2.352392, 48.818551], [2.355852, 48.815923], [2.356232, 48.815943], [2.363329, 48.816148], [2.364204, 48.816398], [2.380767, 48.821701], [2.381524, 48.822411], [2.385226, 48.823729], [2.386941, 48.824463], [2.389445, 48.825345], [2.390072, 48.825692], [2.388512, 48.826744], [2.384305, 48.830311], [2.378358, 48.835023], [2.375322, 48.837608], [2.37355, 48.839329], [2.366088, 48.844968], [2.365127, 48.844413], [2.361745, 48.839941], [2.351871, 48.836805], [2.347007, 48.837316], [2.342086, 48.838343], [2.341072, 48.831972], [2.34125, 48.831589], [2.341356, 48.829424], [2.3416, 48.828353], [2.341592, 48.82649], [2.341796, 48.826448], [2.341461, 48.823761], [2.341797, 48.82253], [2.342485, 48.821469], [2.34373, 48.820503], [2.344592, 48.819564], [2.344129, 48.817772], [2.343903, 48.815767]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1027.0;317502351.15
2018;Île-de-France;Paris;PARIS 6E ARRONDISSEMENT;;Métropole du Grand Paris;75106;1189;1177;0;635;;0;0;;;;10;99;;871;150;27;37;;0.0;0;443530668;0;3950000.0;3950000.0;;;;;;;520000;255000;515100;770800;1150000;1666667;12803;11884;13015;12931;13586;12459;;;;;;;;;;;;;75;200054781;11;48.8491205237, 2.33288375755;"{""coordinates"": [[[2.336657, 48.839671], [2.336771, 48.840746], [2.337256, 48.840875], [2.340482, 48.84671], [2.342632, 48.850348], [2.344281, 48.853757], [2.344634, 48.854089], [2.34293, 48.854833], [2.342506, 48.855104], [2.341368, 48.856128], [2.340567, 48.856675], [2.337672, 48.858311], [2.332916, 48.859335], [2.332452, 48.858531], [2.33327, 48.858291], [2.330772, 48.855112], [2.329396, 48.852731], [2.328659, 48.852056], [2.328657, 48.851868], [2.326814, 48.851581], [2.326877, 48.851362], [2.324162, 48.850235], [2.319541, 48.847914], [2.316713, 48.846863], [2.316983, 48.846636], [2.319893, 48.845166], [2.324642, 48.843621], [2.336657, 48.839671]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;635.0;443530668.95
2017;Île-de-France;Paris;PARIS 4E ARRONDISSEMENT;;Métropole du Grand Paris;75104;722;720;0;403;;0;0;;;;;56;;560;79;10;16;;0.0;0;213511989;0;;;;;;;;;405000;250000;417576;643450;950000;1255000;11414;11035;11196;11141;11979;12199;;;;;;;;;;;;;75;200054781;11;48.8543509809, 2.35762422536;"{""coordinates"": [[[2.368491, 48.855805], [2.368279, 48.855785], [2.364941, 48.856306], [2.361768, 48.857244], [2.359345, 48.858339], [2.356742, 48.860147], [2.3535, 48.861213], [2.350164, 48.861985], [2.347574, 48.857359], [2.347115, 48.857241], [2.345876, 48.855306], [2.344634, 48.854089], [2.346674, 48.853399], [2.349024, 48.852363], [2.351245, 48.851688], [2.354597, 48.850986], [2.359308, 48.849428], [2.361058, 48.848556], [2.362261, 48.847812], [2.364455, 48.846186], [2.366444, 48.84731], [2.369124, 48.853166], [2.368491, 48.855805]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;403.0;213511989.44
2019;Île-de-France;Paris;PARIS 16E ARRONDISSEMENT;;Métropole du Grand Paris;75116;4596;4545;30;1990;8;0;0;;10;;33;244;41;3188;989;54;77;;90898369.0;0;1354732153;0;2740000.0;2740000.0;;;;;;;545900;270000;495050;770000;1024400;1530000;10285;10673;10697;10173;10287;9828;9000;325000;9000;;;;;;;;;;75;200054781;11;48.8603736497, 2.26196792396;"{""coordinates"": [[[2.295032, 48.873773], [2.279949, 48.878573], [2.27947, 48.878532], [2.277487, 48.877968], [2.258467, 48.880387], [2.25541, 48.874264], [2.254817, 48.874081], [2.246533, 48.876142], [2.245704, 48.876459], [2.24301, 48.873785], [2.241856, 48.872901], [2.240945, 48.872342], [2.239225, 48.871573], [2.235576, 48.870523], [2.233702, 48.869898], [2.231736, 48.869069], [2.230659, 48.86808], [2.228377, 48.86538], [2.227181, 48.862385], [2.22567, 48.859405], [2.224407, 48.856154], [2.224219, 48.853517], [2.226594, 48.852812], [2.23918, 48.850042], [2.23977, 48.849832], [2.240184, 48.849571], [2.242362, 48.847658], [2.250516, 48.845555], [2.252478, 48.845486], [2.251216, 48.84289], [2.251709, 48.838822], [2.255144, 48.83481], [2.262792, 48.833923], [2.266032, 48.836838], [2.276057, 48.847248], [2.278021, 48.848888], [2.287837, 48.855764], [2.288207, 48.856134], [2.288513, 48.857021], [2.289696, 48.858183], [2.292196, 48.860254], [2.29369, 48.861246], [2.294865, 48.861876], [2.296871, 48.862619], [2.298589, 48.863144], [2.299222, 48.863284], [2.301737, 48.863496], [2.301635, 48.864491], [2.300298, 48.865008], [2.299842, 48.864987], [2.299838, 48.865537], [2.298867, 48.868644], [2.297501, 48.870939], [2.295543, 48.873303], [2.295032, 48.873773]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;2020.0;1445630522.75
2017;Île-de-France;Paris;PARIS 7E ARRONDISSEMENT;;Métropole du Grand Paris;75107;1363;1345;0;655;;0;0;;;;13;78;;1020;215;16;32;;0.0;0;447853665;0;5856350.0;5856350.0;;;;;;;495000;235000;429000;760000;1095900;1681800;12019;11374;11674;12366;12484;11980;;;;;;;;;;;;;75;200054781;11;48.8561656124, 2.31215388834;"{""coordinates"": [[[2.301737, 48.863496], [2.299222, 48.863284], [2.298589, 48.863144], [2.296871, 48.862619], [2.294865, 48.861876], [2.29369, 48.861246], [2.292196, 48.860254], [2.289696, 48.858183], [2.29102, 48.857498], [2.300546, 48.851385], [2.301228, 48.851062], [2.307354, 48.847133], [2.308218, 48.847433], [2.310495, 48.847976], [2.313716, 48.845943], [2.316713, 48.846863], [2.319541, 48.847914], [2.324162, 48.850235], [2.326877, 48.851362], [2.326814, 48.851581], [2.328657, 48.851868], [2.328659, 48.852056], [2.329396, 48.852731], [2.330772, 48.855112], [2.33327, 48.858291], [2.332452, 48.858531], [2.332916, 48.859335], [2.331212, 48.859679], [2.32798, 48.860821], [2.320933, 48.863019], [2.318678, 48.863723], [2.301737, 48.863496]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;655.0;447853665.06
2017;Île-de-France;Paris;PARIS 1ER ARRONDISSEMENT;;Métropole du Grand Paris;75101;481;476;0;262;;0;0;;;;;83;;346;26;9;17;;0.0;0;141877915;0;;;;;;;;;401250;240000;480010;789730;948000;1440000;10601;10659;10879;11169;10335;9179;;;;;;;;;;;;;75;200054781;11;48.8625504754, 2.33641799709;"{""coordinates"": [[[2.320933, 48.863019], [2.32798, 48.860821], [2.331212, 48.859679], [2.332916, 48.859335], [2.337672, 48.858311], [2.340567, 48.856675], [2.341368, 48.856128], [2.342506, 48.855104], [2.34293, 48.854833], [2.344634, 48.854089], [2.345876, 48.855306], [2.347115, 48.857241], [2.347574, 48.857359], [2.350164, 48.861985], [2.350955, 48.863402], [2.330426, 48.86826], [2.330107, 48.868409], [2.327999, 48.869921], [2.325888, 48.869577], [2.325161, 48.86943], [2.325319, 48.869012], [2.323549, 48.866473], [2.320933, 48.863019]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;262.0;141877915.6
2020;Île-de-France;Paris;PARIS 17E ARRONDISSEMENT;;Métropole du Grand Paris;75117;3292;3248;5;1867;7;0;0;;11;;26;182;7;2481;510;63;47;;8303790.0;0;1007437403;0;1337750.0;1337750.0;;;;;;;420000;217825;380000;620500;1000000;1470000;10909;10530;10841;10887;11740;10541;;;;;;;;;;;;;75;200054781;11;48.8873309211, 2.30677823519;"{""coordinates"": [[[2.327165, 48.883455], [2.327423, 48.883508], [2.325596, 48.887508], [2.330147, 48.901044], [2.320434, 48.900776], [2.319887, 48.90046], [2.31852, 48.899638], [2.312451, 48.897782], [2.307687, 48.89601], [2.303774, 48.894154], [2.298628, 48.891717], [2.295013, 48.889875], [2.291634, 48.889456], [2.291148, 48.889302], [2.285642, 48.886555], [2.28446, 48.885639], [2.284538, 48.885574], [2.281014, 48.882971], [2.280897, 48.882792], [2.279949, 48.878573], [2.295032, 48.873773], [2.298155, 48.878077], [2.308875, 48.880434], [2.31648, 48.881341], [2.327165, 48.883455]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1872.0;1015741193.37
2019;Île-de-France;Paris;PARIS 13E ARRONDISSEMENT;;Métropole du Grand Paris;75113;2051;1979;14;1144;60;0;11;;;;7;97;16;1613;202;94;27;;17470000.0;0;405911980;5174000;1210000.0;1210000.0;;;;;;;323660;205000;334007;482450;635010;884700;8838;9191;8803;8813;8355;9079;444000;299000;444000;584000;;;9836;10596;9572;9639;;;75;200054781;11;48.8284246249, 2.3622537471;"{""coordinates"": [[[2.343903, 48.815767], [2.344448, 48.815562], [2.344356, 48.816016], [2.345191, 48.816092], [2.346542, 48.815987], [2.347039, 48.816047], [2.351254, 48.817962], [2.352392, 48.818551], [2.355852, 48.815923], [2.356232, 48.815943], [2.363329, 48.816148], [2.364204, 48.816398], [2.380767, 48.821701], [2.381524, 48.822411], [2.385226, 48.823729], [2.386941, 48.824463], [2.389445, 48.825345], [2.390072, 48.825692], [2.388512, 48.826744], [2.384305, 48.830311], [2.378358, 48.835023], [2.375322, 48.837608], [2.37355, 48.839329], [2.366088, 48.844968], [2.365127, 48.844413], [2.361745, 48.839941], [2.351871, 48.836805], [2.347007, 48.837316], [2.342086, 48.838343], [2.341072, 48.831972], [2.34125, 48.831589], [2.341356, 48.829424], [2.3416, 48.828353], [2.341592, 48.82649], [2.341796, 48.826448], [2.341461, 48.823761], [2.341797, 48.82253], [2.342485, 48.821469], [2.34373, 48.820503], [2.344592, 48.819564], [2.344129, 48.817772], [2.343903, 48.815767]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1169.0;428555980.08
2017;Île-de-France;Paris;PARIS 6E ARRONDISSEMENT;;Métropole du Grand Paris;75106;1235;1225;0;696;;0;0;;;;7;90;;940;156;23;26;;0.0;0;438584003;0;;;;;;;;;467250;255000;471400;740000;1025000;1500000;12170;12026;12391;12542;11642;12075;;;;;;;;;;;;;75;200054781;11;48.8491205237, 2.33288375755;"{""coordinates"": [[[2.336657, 48.839671], [2.336771, 48.840746], [2.337256, 48.840875], [2.340482, 48.84671], [2.342632, 48.850348], [2.344281, 48.853757], [2.344634, 48.854089], [2.34293, 48.854833], [2.342506, 48.855104], [2.341368, 48.856128], [2.340567, 48.856675], [2.337672, 48.858311], [2.332916, 48.859335], [2.332452, 48.858531], [2.33327, 48.858291], [2.330772, 48.855112], [2.329396, 48.852731], [2.328659, 48.852056], [2.328657, 48.851868], [2.326814, 48.851581], [2.326877, 48.851362], [2.324162, 48.850235], [2.319541, 48.847914], [2.316713, 48.846863], [2.316983, 48.846636], [2.319893, 48.845166], [2.324642, 48.843621], [2.336657, 48.839671]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;696.0;438584003.75
2015;Île-de-France;Paris;PARIS 7E ARRONDISSEMENT;;Métropole du Grand Paris;75107;1284;1274;0;600;;0;0;;;;8;55;;989;192;23;20;;0.0;0;396852633;0;4650000.0;4650000.0;;;;;;;450566;234085;417500;680000;1000000;1587923;10966;9099;10302;10897;11422;12374;270000;270000;;;;;;;;;;;75;200054781;11;48.8561656124, 2.31215388834;"{""coordinates"": [[[2.301737, 48.863496], [2.299222, 48.863284], [2.298589, 48.863144], [2.296871, 48.862619], [2.294865, 48.861876], [2.29369, 48.861246], [2.292196, 48.860254], [2.289696, 48.858183], [2.29102, 48.857498], [2.300546, 48.851385], [2.301228, 48.851062], [2.307354, 48.847133], [2.308218, 48.847433], [2.310495, 48.847976], [2.313716, 48.845943], [2.316713, 48.846863], [2.319541, 48.847914], [2.324162, 48.850235], [2.326877, 48.851362], [2.326814, 48.851581], [2.328657, 48.851868], [2.328659, 48.852056], [2.329396, 48.852731], [2.330772, 48.855112], [2.33327, 48.858291], [2.332452, 48.858531], [2.332916, 48.859335], [2.331212, 48.859679], [2.32798, 48.860821], [2.320933, 48.863019], [2.318678, 48.863723], [2.301737, 48.863496]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;600.0;396852633.98
