anneemut;Nom Officiel Région;Nom Officiel Département;Nom Officiel Commune / Arrondissement Municipal Majuscule;Libellé CATEAAV2020;Nom Officiel EPCI;codgeo_2020;nbmut;nbmut_vente;nbmut_ventem;nbmut_ventea;nbmut_vefa;nbmut_vefam;nbmut_vefaa;nbmut_tab;nbmut_adj;nbmut_expro;nbmut_ech;nbmut_act;nbmut_maison;nbmut_appart;nbmut_dep;nbmut_batind;nbmut_batimix;nbmut_terrain;vf_ventem;vf_vefam;vf_ventea;vf_vefaa;vfmed_ventem;vfmed_ventem_inf500;vfmed_ventem_500_1000;vfmed_ventem_sup1000;vfmed_vefam;vfmed_vefam_inf500;vfmed_vefam_500_1000;vfmed_vefam_sup1000;vfmed_ventea;vfmed_ventea_t1;vfmed_ventea_t2;vfmed_ventea_t3;vfmed_ventea_t4;vfmed_ventea_t5;vfm2_ventea;vfm2_ventea_t1;vfm2_ventea_t2;vfm2_ventea_t3;vfm2_ventea_t4;vfm2_ventea_t5;vfmed_vefaa;vfmed_vefaa_t1;vfmed_vefaa_t2;vfmed_vefaa_t3;vfmed_vefaa_t4;vfmed_vefaa_t5;vfm2_vefaa;vfm2_vefaa_t1;vfm2_vefaa_t2;vfm2_vefaa_t3;vfm2_vefaa_t4;vfm2_vefaa_t5;Code Officiel Département;Code Officiel EPCI;Code Officiel Région;Geo Point;Geo Shape;Code CATEAAV2020;Code Officiel Commune;Nom Officiel Commune;POP_2018;Nbre-menages_2018;Logement_2018;nbmut_ventevefa;VF_ventevefa
2018;Île-de-France;Paris;PARIS 4E ARRONDISSEMENT;;Métropole du Grand Paris;75104;770;760;0;442;7;0;0;;;;;80;;579;72;24;14;;0.0;0;245345668;0;;;;;;;;;410000;250000;410000;678000;1050000;1410000;11815;11250;11514;12748;12839;9964;;;;;;;;;;;;;75;200054781;11;48.8543509809, 2.35762422536;"{""coordinates"": [[[2.368491, 48.855805], [2.368279, 48.855785], [2.364941, 48.856306], [2.361768, 48.857244], [2.359345, 48.858339], [2.356742, 48.860147], [2.3535, 48.861213], [2.350164, 48.861985], [2.347574, 48.857359], [2.347115, 48.857241], [2.345876, 48.855306], [2.344634, 48.854089], [2.346674, 48.853399], [2.349024, 48.852363], [2.351245, 48.851688], [2.354597, 48.850986], [2.359308, 48.849428], [2.361058, 48.848556], [2.362261, 48.847812], [2.364455, 48.846186], [2.366444, 48.84731], [2.369124, 48.853166], [2.368491, 48.855805]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;442.0;245345668.47
2019;Île-de-France;Paris;PARIS 11E ARRONDISSEMENT;;Métropole du Grand Paris;75111;3658;3617;0;2161;24;0;12;;11;;6;247;;2885;401;59;62;;0.0;0;818999234;6673037;;;;;;;;;329000;200000;340000;547400;825000;1100000;9721;9688;9767;9766;9617;9427;555000;;518000;676000;583573;;9451;;10750;10576;7941;;75;200054781;11;48.8590549282, 2.38002516623;"{""coordinates"": [[[2.369124, 48.853166], [2.370228, 48.853282], [2.372012, 48.85238], [2.374776, 48.851627], [2.378896, 48.850625], [2.380115, 48.850455], [2.381426, 48.850408], [2.384458, 48.850127], [2.395958, 48.848378], [2.399121, 48.848098], [2.399247, 48.84887], [2.398443, 48.851218], [2.394345, 48.85652], [2.392259, 48.85763], [2.389537, 48.858488], [2.387335, 48.86296], [2.383584, 48.866267], [2.382971, 48.867178], [2.37829, 48.870775], [2.376905, 48.872048], [2.37335, 48.870723], [2.369358, 48.869485], [2.367611, 48.868819], [2.365618, 48.868237], [2.363872, 48.867516], [2.364307, 48.867309], [2.36489, 48.86617], [2.366748, 48.863076], [2.368491, 48.855805], [2.369124, 48.853166]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;2173.0;825672272.14
2016;Île-de-France;Paris;PARIS 8E ARRONDISSEMENT;;Métropole du Grand Paris;75108;1161;1143;0;426;;0;0;;;;14;191;;714;190;29;35;;0.0;0;280594565;0;2400000.0;2400000.0;;;;;;;465000;220000;395000;685000;930250;1351150;9103;7849;9701;9501;9998;8579;;;;;;;;;;;;;75;200054781;11;48.8727245351, 2.31255758205;"{""coordinates"": [[[2.327165, 48.883455], [2.31648, 48.881341], [2.308875, 48.880434], [2.298155, 48.878077], [2.295032, 48.873773], [2.295543, 48.873303], [2.297501, 48.870939], [2.298867, 48.868644], [2.299838, 48.865537], [2.299842, 48.864987], [2.300298, 48.865008], [2.301635, 48.864491], [2.301737, 48.863496], [2.318678, 48.863723], [2.320933, 48.863019], [2.323549, 48.866473], [2.325319, 48.869012], [2.325161, 48.86943], [2.325888, 48.869577], [2.326614, 48.872598], [2.32647, 48.872762], [2.326911, 48.873427], [2.327025, 48.873781], [2.326637, 48.875355], [2.326876, 48.876184], [2.327165, 48.883455]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;426.0;280594565.44
2020;Île-de-France;Paris;PARIS 18E ARRONDISSEMENT;;Métropole du Grand Paris;75118;3882;3807;8;2541;50;0;6;;8;;16;177;8;3167;369;103;56;;15401250.0;0;990433522;3110927;1150000.0;1150000.0;;;;;;;337000;200000;338000;550000;843000;1125645;9935;9749;9917;10103;9851;9699;366280;;366280;1849547;;;9484;;5839;16513;;;75;200054781;11;48.892570407, 2.34817675683;"{""coordinates"": [[[2.327423, 48.883508], [2.328121, 48.883707], [2.329541, 48.88459], [2.332482, 48.883826], [2.3374, 48.882386], [2.339802, 48.882024], [2.346909, 48.883414], [2.349465, 48.883725], [2.358943, 48.884406], [2.364714, 48.884366], [2.366763, 48.886644], [2.367561, 48.888624], [2.368739, 48.891029], [2.370035, 48.894005], [2.370639, 48.894704], [2.371792, 48.895393], [2.371267, 48.895798], [2.371176, 48.895994], [2.37042, 48.896659], [2.370253, 48.900259], [2.370335, 48.900943], [2.37017, 48.901556], [2.370302, 48.901848], [2.36562, 48.901758], [2.351984, 48.901485], [2.330147, 48.901044], [2.325596, 48.887508], [2.327423, 48.883508]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;2555.0;1008945700.28
2014;Île-de-France;Paris;PARIS 11E ARRONDISSEMENT;;Métropole du Grand Paris;75111;2885;2806;0;1627;53;0;27;;12;;13;173;;2263;354;46;48;;0.0;0;494002566;14384464;650000.0;650000.0;;;;;;;258000;170000;277000;412000;650000;819000;7568;7410;7629;7502;8135;6817;432000;265050;432000;605000;1234800;;10663;11217;10607;9327;11721;;75;200054781;11;48.8590549282, 2.38002516623;"{""coordinates"": [[[2.369124, 48.853166], [2.370228, 48.853282], [2.372012, 48.85238], [2.374776, 48.851627], [2.378896, 48.850625], [2.380115, 48.850455], [2.381426, 48.850408], [2.384458, 48.850127], [2.395958, 48.848378], [2.399121, 48.848098], [2.399247, 48.84887], [2.398443, 48.851218], [2.394345, 48.85652], [2.392259, 48.85763], [2.389537, 48.858488], [2.387335, 48.86296], [2.383584, 48.866267], [2.382971, 48.867178], [2.37829, 48.870775], [2.376905, 48.872048], [2.37335, 48.870723], [2.369358, 48.869485], [2.367611, 48.868819], [2.365618, 48.868237], [2.363872, 48.867516], [2.364307, 48.867309], [2.36489, 48.86617], [2.366748, 48.863076], [2.368491, 48.855805], [2.369124, 48.853166]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1654.0;508387030.98
2014;Île-de-France;Paris;PARIS 8E ARRONDISSEMENT;;Métropole du Grand Paris;75108;1116;1097;0;393;;0;0;;11;;6;180;;674;200;30;32;;0.0;0;241931908;0;;;;;;;;;480550;240000;453800;640000;901200;1308000;8609;8083;9874;9288;9133;7176;;;;;;;;;;;;;75;200054781;11;48.8727245351, 2.31255758205;"{""coordinates"": [[[2.327165, 48.883455], [2.31648, 48.881341], [2.308875, 48.880434], [2.298155, 48.878077], [2.295032, 48.873773], [2.295543, 48.873303], [2.297501, 48.870939], [2.298867, 48.868644], [2.299838, 48.865537], [2.299842, 48.864987], [2.300298, 48.865008], [2.301635, 48.864491], [2.301737, 48.863496], [2.318678, 48.863723], [2.320933, 48.863019], [2.323549, 48.866473], [2.325319, 48.869012], [2.325161, 48.86943], [2.325888, 48.869577], [2.326614, 48.872598], [2.32647, 48.872762], [2.326911, 48.873427], [2.327025, 48.873781], [2.326637, 48.875355], [2.326876, 48.876184], [2.327165, 48.883455]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;393.0;241931908.29
2015;Île-de-France;Paris;PARIS 5E ARRONDISSEMENT;;Métropole du Grand Paris;75105;986;967;0;623;11;0;0;;;;7;53;;792;84;38;14;;0.0;0;272101929;0;1064500.0;1064500.0;;;;;;;350000;203000;351500;550000;791600;1110000;9848;9666;9465;9895;10365;10184;;;;;;;;;;;;;75;200054781;11;48.8444529052, 2.35070647127;"{""coordinates"": [[[2.342086, 48.838343], [2.347007, 48.837316], [2.351871, 48.836805], [2.361745, 48.839941], [2.365127, 48.844413], [2.366088, 48.844968], [2.364455, 48.846186], [2.362261, 48.847812], [2.361058, 48.848556], [2.359308, 48.849428], [2.354597, 48.850986], [2.351245, 48.851688], [2.349024, 48.852363], [2.346674, 48.853399], [2.344634, 48.854089], [2.344281, 48.853757], [2.342632, 48.850348], [2.340482, 48.84671], [2.337256, 48.840875], [2.336771, 48.840746], [2.336657, 48.839671], [2.339697, 48.838863], [2.342086, 48.838343]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;623.0;272101929.76
2016;Île-de-France;Paris;PARIS 1ER ARRONDISSEMENT;;Métropole du Grand Paris;75101;431;423;0;247;;0;0;;;;6;63;;315;22;14;16;;0.0;0;115741681;0;;;;;;;;;337000;220000;467600;540000;1070000;883000;9754;9329;10301;8545;10311;11320;;;;;;;;;;;;;75;200054781;11;48.8625504754, 2.33641799709;"{""coordinates"": [[[2.320933, 48.863019], [2.32798, 48.860821], [2.331212, 48.859679], [2.332916, 48.859335], [2.337672, 48.858311], [2.340567, 48.856675], [2.341368, 48.856128], [2.342506, 48.855104], [2.34293, 48.854833], [2.344634, 48.854089], [2.345876, 48.855306], [2.347115, 48.857241], [2.347574, 48.857359], [2.350164, 48.861985], [2.350955, 48.863402], [2.330426, 48.86826], [2.330107, 48.868409], [2.327999, 48.869921], [2.325888, 48.869577], [2.325161, 48.86943], [2.325319, 48.869012], [2.323549, 48.866473], [2.320933, 48.863019]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;247.0;115741681.17
2020;Île-de-France;Paris;PARIS 1ER ARRONDISSEMENT;;Métropole du Grand Paris;75101;399;395;0;223;;0;0;;;;;55;;280;34;11;19;;0.0;0;147540782;0;;;;;;;;;450000;296755;475000;805000;1238600;1730000;12404;12428;11785;12383;14764;11639;;;;;;;;;;;;;75;200054781;11;48.8625504754, 2.33641799709;"{""coordinates"": [[[2.320933, 48.863019], [2.32798, 48.860821], [2.331212, 48.859679], [2.332916, 48.859335], [2.337672, 48.858311], [2.340567, 48.856675], [2.341368, 48.856128], [2.342506, 48.855104], [2.34293, 48.854833], [2.344634, 48.854089], [2.345876, 48.855306], [2.347115, 48.857241], [2.347574, 48.857359], [2.350164, 48.861985], [2.350955, 48.863402], [2.330426, 48.86826], [2.330107, 48.868409], [2.327999, 48.869921], [2.325888, 48.869577], [2.325161, 48.86943], [2.325319, 48.869012], [2.323549, 48.866473], [2.320933, 48.863019]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;223.0;147540782.15
2019;Île-de-France;Paris;PARIS 4E ARRONDISSEMENT;;Métropole du Grand Paris;75104;811;772;0;442;33;0;0;;;;;76;;581;80;49;25;;0.0;0;266681339;0;;;;;;;;;445000;286000;466700;675000;1145000;1650000;12673;12400;12748;11894;12018;15242;;;;;;;;;;;;;75;200054781;11;48.8543509809, 2.35762422536;"{""coordinates"": [[[2.368491, 48.855805], [2.368279, 48.855785], [2.364941, 48.856306], [2.361768, 48.857244], [2.359345, 48.858339], [2.356742, 48.860147], [2.3535, 48.861213], [2.350164, 48.861985], [2.347574, 48.857359], [2.347115, 48.857241], [2.345876, 48.855306], [2.344634, 48.854089], [2.346674, 48.853399], [2.349024, 48.852363], [2.351245, 48.851688], [2.354597, 48.850986], [2.359308, 48.849428], [2.361058, 48.848556], [2.362261, 48.847812], [2.364455, 48.846186], [2.366444, 48.84731], [2.369124, 48.853166], [2.368491, 48.855805]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;442.0;266681339.24
2018;Île-de-France;Paris;PARIS 9E ARRONDISSEMENT;;Métropole du Grand Paris;75109;1691;1656;0;939;20;0;0;;6;;9;196;;1201;189;49;55;;0.0;0;463135389;0;;;;;;;;;400000;195000;360000;600000;858000;1235000;9803;9634;9471;9859;10339;9572;853000;320000;;853000;;;;;;;;;75;200054781;11;48.8771651221, 2.33745612164;"{""coordinates"": [[[2.325888, 48.869577], [2.327999, 48.869921], [2.340041, 48.871972], [2.347918, 48.870688], [2.347901, 48.874019], [2.34816, 48.875484], [2.348352, 48.876083], [2.349135, 48.877529], [2.3493, 48.879103], [2.349853, 48.880643], [2.3496, 48.88348], [2.349465, 48.883725], [2.346909, 48.883414], [2.339802, 48.882024], [2.3374, 48.882386], [2.332482, 48.883826], [2.329541, 48.88459], [2.328121, 48.883707], [2.327423, 48.883508], [2.327165, 48.883455], [2.326876, 48.876184], [2.326637, 48.875355], [2.327025, 48.873781], [2.326911, 48.873427], [2.32647, 48.872762], [2.326614, 48.872598], [2.325888, 48.869577]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;939.0;463135389.22
2017;Île-de-France;Paris;PARIS 10E ARRONDISSEMENT;;Métropole du Grand Paris;75110;2349;2318;0;1395;17;0;0;;8;;6;191;;1810;226;79;41;;0.0;0;498993245;0;;;;;;;;;295000;160000;287000;489000;696737;930000;8106;8233;8166;8089;8050;7878;;;;;;;;;;;;;75;200054781;11;48.8761291584, 2.36071515618;"{""coordinates"": [[[2.364714, 48.884366], [2.358943, 48.884406], [2.349465, 48.883725], [2.3496, 48.88348], [2.349853, 48.880643], [2.3493, 48.879103], [2.349135, 48.877529], [2.348352, 48.876083], [2.34816, 48.875484], [2.347901, 48.874019], [2.347918, 48.870688], [2.354253, 48.869324], [2.356496, 48.868829], [2.36329, 48.867816], [2.363872, 48.867516], [2.365618, 48.868237], [2.367611, 48.868819], [2.369358, 48.869485], [2.37335, 48.870723], [2.376905, 48.872048], [2.37029, 48.877991], [2.370228, 48.882467], [2.370033, 48.88284], [2.369301, 48.883313], [2.368828, 48.883873], [2.368499, 48.884065], [2.367978, 48.884156], [2.364714, 48.884366]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1395.0;498993245.67
2014;Île-de-France;Paris;PARIS 10E ARRONDISSEMENT;;Métropole du Grand Paris;75110;1934;1916;0;1129;;0;0;;8;;7;150;;1447;212;56;66;;0.0;0;384771805;0;;;;;;;;;278000;151000;270000;422500;600000;869200;7301;7538;7457;7343;6716;7376;239000;239000;;;;;;;;;;;75;200054781;11;48.8761291584, 2.36071515618;"{""coordinates"": [[[2.364714, 48.884366], [2.358943, 48.884406], [2.349465, 48.883725], [2.3496, 48.88348], [2.349853, 48.880643], [2.3493, 48.879103], [2.349135, 48.877529], [2.348352, 48.876083], [2.34816, 48.875484], [2.347901, 48.874019], [2.347918, 48.870688], [2.354253, 48.869324], [2.356496, 48.868829], [2.36329, 48.867816], [2.363872, 48.867516], [2.365618, 48.868237], [2.367611, 48.868819], [2.369358, 48.869485], [2.37335, 48.870723], [2.376905, 48.872048], [2.37029, 48.877991], [2.370228, 48.882467], [2.370033, 48.88284], [2.369301, 48.883313], [2.368828, 48.883873], [2.368499, 48.884065], [2.367978, 48.884156], [2.364714, 48.884366]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1129.0;384771805.37
2018;Île-de-France;Paris;PARIS 10E ARRONDISSEMENT;;Métropole du Grand Paris;75110;2193;2176;0;1283;;0;0;;10;;7;181;;1654;241;53;63;;0.0;0;505474906;0;;;;;;;;;330000;180000;300000;545010;710000;950000;8747;9138;8912;9152;8225;7548;;;;;;;;;;;;;75;200054781;11;48.8761291584, 2.36071515618;"{""coordinates"": [[[2.364714, 48.884366], [2.358943, 48.884406], [2.349465, 48.883725], [2.3496, 48.88348], [2.349853, 48.880643], [2.3493, 48.879103], [2.349135, 48.877529], [2.348352, 48.876083], [2.34816, 48.875484], [2.347901, 48.874019], [2.347918, 48.870688], [2.354253, 48.869324], [2.356496, 48.868829], [2.36329, 48.867816], [2.363872, 48.867516], [2.365618, 48.868237], [2.367611, 48.868819], [2.369358, 48.869485], [2.37335, 48.870723], [2.376905, 48.872048], [2.37029, 48.877991], [2.370228, 48.882467], [2.370033, 48.88284], [2.369301, 48.883313], [2.368828, 48.883873], [2.368499, 48.884065], [2.367978, 48.884156], [2.364714, 48.884366]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1283.0;505474906.62
2015;Île-de-France;Paris;PARIS 3E ARRONDISSEMENT;;Métropole du Grand Paris;75103;932;928;0;557;;0;0;;;;;108;;723;63;15;23;;0.0;0;230840229;0;;;;;;;;;350000;192000;354500;550000;850000;980000;8658;8933;8994;8650;8975;6834;;;;;;;;;;;;;75;200054781;11;48.8628777616, 2.35999851631;"{""coordinates"": [[[2.368491, 48.855805], [2.366748, 48.863076], [2.36489, 48.86617], [2.364307, 48.867309], [2.363872, 48.867516], [2.36329, 48.867816], [2.356496, 48.868829], [2.354253, 48.869324], [2.350955, 48.863402], [2.350164, 48.861985], [2.3535, 48.861213], [2.356742, 48.860147], [2.359345, 48.858339], [2.361768, 48.857244], [2.364941, 48.856306], [2.368279, 48.855785], [2.368491, 48.855805]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;557.0;230840229.43
2020;Île-de-France;Paris;PARIS 20E ARRONDISSEMENT;;Métropole du Grand Paris;75120;2419;2309;17;1298;96;0;9;;8;;6;115;18;1892;251;99;40;;20011420.0;0;459455337;3845589;1080000.0;1080000.0;;;;;;;323000;205000;336450;510000;670000;663000;9106;9309;9339;9050;8435;6917;410000;263000;490000;691000;;;12445;12545;12911;11516;;;75;200054781;11;48.8634577594, 2.4011556775;"{""coordinates"": [[[2.376905, 48.872048], [2.37829, 48.870775], [2.382971, 48.867178], [2.383584, 48.866267], [2.387335, 48.86296], [2.389537, 48.858488], [2.392259, 48.85763], [2.394345, 48.85652], [2.398443, 48.851218], [2.399247, 48.84887], [2.399121, 48.848098], [2.415971, 48.846623], [2.41635, 48.8487], [2.416341, 48.849234], [2.415286, 48.855178], [2.41437, 48.860649], [2.413951, 48.864712], [2.413932, 48.869545], [2.413646, 48.872438], [2.413431, 48.87314], [2.412453, 48.876443], [2.41082, 48.878436], [2.409924, 48.878207], [2.406853, 48.877183], [2.406163, 48.877055], [2.402553, 48.875996], [2.398966, 48.875491], [2.395251, 48.875248], [2.392262, 48.875463], [2.390457, 48.875439], [2.389645, 48.875303], [2.388497, 48.874765], [2.386813, 48.874601], [2.384961, 48.873755], [2.382671, 48.87341], [2.379834, 48.872856], [2.377637, 48.872301], [2.376905, 48.872048]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1324.0;483312347.4
2015;Île-de-France;Paris;PARIS 11E ARRONDISSEMENT;;Métropole du Grand Paris;75111;3246;3184;0;1931;43;0;19;;7;;12;168;;2641;323;59;50;;0.0;0;597101935;8895681;2242400.0;2242400.0;;;;;;;267850;165000;272000;436170;630400;745000;7643;7574;7665;7817;7521;6633;418800;350000;430000;645000;;1400000;10628;11273;10159;9964;;11864;75;200054781;11;48.8590549282, 2.38002516623;"{""coordinates"": [[[2.369124, 48.853166], [2.370228, 48.853282], [2.372012, 48.85238], [2.374776, 48.851627], [2.378896, 48.850625], [2.380115, 48.850455], [2.381426, 48.850408], [2.384458, 48.850127], [2.395958, 48.848378], [2.399121, 48.848098], [2.399247, 48.84887], [2.398443, 48.851218], [2.394345, 48.85652], [2.392259, 48.85763], [2.389537, 48.858488], [2.387335, 48.86296], [2.383584, 48.866267], [2.382971, 48.867178], [2.37829, 48.870775], [2.376905, 48.872048], [2.37335, 48.870723], [2.369358, 48.869485], [2.367611, 48.868819], [2.365618, 48.868237], [2.363872, 48.867516], [2.364307, 48.867309], [2.36489, 48.86617], [2.366748, 48.863076], [2.368491, 48.855805], [2.369124, 48.853166]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1950.0;605997616.2800001
2018;Île-de-France;Paris;PARIS 5E ARRONDISSEMENT;;Métropole du Grand Paris;75105;1108;1082;0;676;20;0;5;;;;5;102;;850;104;25;25;;0.0;0;335781238;6263000;2950000.0;2950000.0;;;1850000;1850000;;;371000;230000;390000;613843;955000;1341500;10743;11020;10824;10790;11587;9414;1260000;;720000;816000;1372000;;15815;;13584;15492;16588;;75;200054781;11;48.8444529052, 2.35070647127;"{""coordinates"": [[[2.342086, 48.838343], [2.347007, 48.837316], [2.351871, 48.836805], [2.361745, 48.839941], [2.365127, 48.844413], [2.366088, 48.844968], [2.364455, 48.846186], [2.362261, 48.847812], [2.361058, 48.848556], [2.359308, 48.849428], [2.354597, 48.850986], [2.351245, 48.851688], [2.349024, 48.852363], [2.346674, 48.853399], [2.344634, 48.854089], [2.344281, 48.853757], [2.342632, 48.850348], [2.340482, 48.84671], [2.337256, 48.840875], [2.336771, 48.840746], [2.336657, 48.839671], [2.339697, 48.838863], [2.342086, 48.838343]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;681.0;342044238.38
2020;Île-de-France;Paris;PARIS 8E ARRONDISSEMENT;;Métropole du Grand Paris;75108;1079;1063;0;409;;0;0;;;;11;180;;641;195;27;34;;0.0;0;350084295;0;3500000.0;3500000.0;;;;;;;605000;257400;525380;899000;1300000;1550000;11731;12099;10947;11965;12824;11409;;;;;;;;;;;;;75;200054781;11;48.8727245351, 2.31255758205;"{""coordinates"": [[[2.327165, 48.883455], [2.31648, 48.881341], [2.308875, 48.880434], [2.298155, 48.878077], [2.295032, 48.873773], [2.295543, 48.873303], [2.297501, 48.870939], [2.298867, 48.868644], [2.299838, 48.865537], [2.299842, 48.864987], [2.300298, 48.865008], [2.301635, 48.864491], [2.301737, 48.863496], [2.318678, 48.863723], [2.320933, 48.863019], [2.323549, 48.866473], [2.325319, 48.869012], [2.325161, 48.86943], [2.325888, 48.869577], [2.326614, 48.872598], [2.32647, 48.872762], [2.326911, 48.873427], [2.327025, 48.873781], [2.326637, 48.875355], [2.326876, 48.876184], [2.327165, 48.883455]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;409.0;350084295.82
2016;Île-de-France;Paris;PARIS 3E ARRONDISSEMENT;;Métropole du Grand Paris;75103;856;851;0;520;;0;0;;;;;84;;651;84;19;18;;0.0;0;224570388;0;;;;;;;;;331740;200000;351000;550000;902161;785000;9096;8914;9347;9618;10502;6486;;;;;;;;;;;;;75;200054781;11;48.8628777616, 2.35999851631;"{""coordinates"": [[[2.368491, 48.855805], [2.366748, 48.863076], [2.36489, 48.86617], [2.364307, 48.867309], [2.363872, 48.867516], [2.36329, 48.867816], [2.356496, 48.868829], [2.354253, 48.869324], [2.350955, 48.863402], [2.350164, 48.861985], [2.3535, 48.861213], [2.356742, 48.860147], [2.359345, 48.858339], [2.361768, 48.857244], [2.364941, 48.856306], [2.368279, 48.855785], [2.368491, 48.855805]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;520.0;224570388.78
2020;Île-de-France;Paris;PARIS 4E ARRONDISSEMENT;;Métropole du Grand Paris;75104;640;634;0;373;;0;0;;;;;49;;480;78;16;17;;0.0;0;216978467;0;;;;;;;;;450000;280000;460000;850000;1070000;1157000;12150;12699;12672;12815;11865;7774;;;;;;;;;;;;;75;200054781;11;48.8543509809, 2.35762422536;"{""coordinates"": [[[2.368491, 48.855805], [2.368279, 48.855785], [2.364941, 48.856306], [2.361768, 48.857244], [2.359345, 48.858339], [2.356742, 48.860147], [2.3535, 48.861213], [2.350164, 48.861985], [2.347574, 48.857359], [2.347115, 48.857241], [2.345876, 48.855306], [2.344634, 48.854089], [2.346674, 48.853399], [2.349024, 48.852363], [2.351245, 48.851688], [2.354597, 48.850986], [2.359308, 48.849428], [2.361058, 48.848556], [2.362261, 48.847812], [2.364455, 48.846186], [2.366444, 48.84731], [2.369124, 48.853166], [2.368491, 48.855805]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;373.0;216978467.65
2018;Île-de-France;Paris;PARIS 15E ARRONDISSEMENT;;Métropole du Grand Paris;75115;4738;4652;9;2549;71;0;39;;5;;10;307;10;3618;668;71;61;;14602320.0;0;1033307850;20469369;1789430.0;1789430.0;;;;;;;350000;205000;350000;535000;748000;1066650;9118;9157;9144;9123;9130;8865;479000;265000;486000;875490;1132000;;11893;12461;11305;12663;12107;;75;200054781;11;48.8400718952, 2.29283683831;"{""coordinates"": [[[2.324642, 48.843621], [2.319893, 48.845166], [2.316983, 48.846636], [2.316713, 48.846863], [2.313716, 48.845943], [2.310495, 48.847976], [2.308218, 48.847433], [2.307354, 48.847133], [2.301228, 48.851062], [2.300546, 48.851385], [2.29102, 48.857498], [2.289696, 48.858183], [2.288513, 48.857021], [2.288207, 48.856134], [2.287837, 48.855764], [2.278021, 48.848888], [2.276057, 48.847248], [2.266032, 48.836838], [2.262792, 48.833923], [2.267475, 48.834593], [2.268102, 48.834428], [2.269931, 48.833011], [2.267339, 48.831532], [2.267626, 48.827969], [2.267826, 48.827836], [2.272793, 48.82792], [2.275304, 48.829435], [2.279052, 48.83249], [2.283586, 48.830796], [2.289408, 48.828334], [2.292192, 48.827142], [2.301315, 48.825126], [2.306932, 48.829823], [2.307135, 48.830178], [2.311855, 48.834024], [2.314831, 48.836303], [2.319877, 48.840539], [2.321394, 48.839777], [2.321837, 48.840099], [2.321472, 48.840965], [2.321531, 48.841084], [2.324642, 48.843621]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;2597.0;1068379539.84
2019;Île-de-France;Paris;PARIS 17E ARRONDISSEMENT;;Métropole du Grand Paris;75117;4066;4018;0;2315;15;0;9;;9;;24;250;;3111;574;54;74;;0.0;0;1175343228;7938000;1786700.0;1786700.0;;;;;;;400000;200000;361000;586500;931900;1457650;10103;9792;9877;10279;10851;9608;560000;3000;510000;835000;2520000;;13186;11537;13904;10202;19236;;75;200054781;11;48.8873309211, 2.30677823519;"{""coordinates"": [[[2.327165, 48.883455], [2.327423, 48.883508], [2.325596, 48.887508], [2.330147, 48.901044], [2.320434, 48.900776], [2.319887, 48.90046], [2.31852, 48.899638], [2.312451, 48.897782], [2.307687, 48.89601], [2.303774, 48.894154], [2.298628, 48.891717], [2.295013, 48.889875], [2.291634, 48.889456], [2.291148, 48.889302], [2.285642, 48.886555], [2.28446, 48.885639], [2.284538, 48.885574], [2.281014, 48.882971], [2.280897, 48.882792], [2.279949, 48.878573], [2.295032, 48.873773], [2.298155, 48.878077], [2.308875, 48.880434], [2.31648, 48.881341], [2.327165, 48.883455]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;2324.0;1183281228.61
